,vwap_pullback,ema_breakout,rsi_mean_reversion
2026-04-01 17:05:00+00:00,1.0,1.0093558952165773,1.0
2026-04-01 17:10:00+00:00,1.0,1.007234879829989,1.0
2026-04-01 17:15:00+00:00,1.0,1.009107932399268,1.0
2026-04-01 17:20:00+00:00,1.0,1.0053634731315395,1.0
2026-04-01 17:25:00+00:00,1.0,1.0012455644289544,1.0
2026-04-01 17:30:00+00:00,1.0,1.0019360942240338,1.0
2026-04-01 17:35:00+00:00,1.0,1.0069030048905996,1.0
2026-04-01 17:40:00+00:00,1.0,1.0051905244318846,1.0
2026-04-01 17:45:00+00:00,1.0,1.0090516184111251,1.0
2026-04-01 17:50:00+00:00,1.0,1.0105916286860637,1.0
2026-04-01 17:55:00+00:00,1.0,1.0135339429016672,1.0
2026-04-01 18:00:00+00:00,1.0,1.01461631150782,1.0
2026-04-01 18:05:00+00:00,1.0,1.021587439565344,1.0
2026-04-01 18:10:00+00:00,1.0,1.0225914739489397,1.0
2026-04-01 18:15:00+00:00,1.0,1.0210452054453574,1.0
2026-04-01 18:20:00+00:00,1.0,1.0216272017709502,1.0
2026-04-01 18:25:00+00:00,1.0,1.0200858351967859,1.0
2026-04-01 18:30:00+00:00,1.0,1.0188403552025886,1.0
2026-04-01 18:35:00+00:00,1.0,1.0178900269731002,1.0
2026-04-01 18:40:00+00:00,1.0,1.01822461704578,1.0
2026-04-01 18:45:00+00:00,1.0,1.0164073332450856,1.0
2026-04-01 18:50:00+00:00,1.0,1.0153587987935024,1.0
2026-04-01 18:55:00+00:00,1.0,1.019621627537323,1.0
2026-04-01 19:00:00+00:00,1.0,1.0218367515432203,1.0
2026-04-01 19:05:00+00:00,1.0,1.0191693542041849,1.0
2026-04-01 19:10:00+00:00,1.0,1.0163987114154296,1.0
2026-04-01 19:15:00+00:00,1.0,1.015758371113114,1.0
2026-04-01 19:20:00+00:00,1.0,1.0230715366357659,1.0
2026-04-01 19:25:00+00:00,1.0,1.0196824086777636,1.0
2026-04-01 19:30:00+00:00,1.0,1.0268995433194419,1.0
2026-04-01 19:35:00+00:00,1.0,1.0244752629639138,1.0
2026-04-01 19:40:00+00:00,1.0,1.0269641767200135,1.0
2026-04-01 19:45:00+00:00,1.0,1.0295159446109101,1.0
2026-04-01 19:50:00+00:00,1.0,1.03282654687352,1.0
2026-04-01 19:55:00+00:00,1.0,1.0310909463096307,1.0
2026-04-02 13:30:00+00:00,1.0,1.0249838792290202,1.0
2026-04-02 13:35:00+00:00,1.0,1.0255157333011635,1.0
2026-04-02 13:40:00+00:00,1.0,1.0256246457317155,1.0
2026-04-02 13:45:00+00:00,1.0,1.0281270953849222,1.0
2026-04-02 13:50:00+00:00,1.0,1.0243948218507402,1.0
2026-04-02 13:55:00+00:00,1.0,1.020057704447951,1.0
2026-04-02 14:00:00+00:00,1.0,1.0193436640548375,1.0
2026-04-02 14:05:00+00:00,1.0,1.0193436640548375,1.0
2026-04-02 14:10:00+00:00,1.0,1.0193436640548375,1.0
2026-04-02 14:15:00+00:00,1.0,1.0193436640548375,1.0
2026-04-02 14:20:00+00:00,1.0052034971191912,1.0193436640548375,1.0
2026-04-02 14:25:00+00:00,1.0047052210291358,1.018124838165382,1.0
2026-04-02 14:30:00+00:00,1.0093359228499628,1.022817391208047,1.0
2026-04-02 14:35:00+00:00,1.0104189583661844,1.0239148925811872,1.0
2026-04-02 14:40:00+00:00,1.0108511339566437,1.0243528406418578,1.0
2026-04-02 14:45:00+00:00,1.0107211865471315,1.0242211575546094,1.0
2026-04-02 14:50:00+00:00,1.0130503714579393,1.0265814528539057,1.0
2026-04-02 14:55:00+00:00,1.0070925900655683,1.0205440947423203,1.0
2026-04-02 15:00:00+00:00,0.9955570174994135,1.0088544441799085,1.0
2026-04-02 15:05:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:10:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:15:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:20:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:25:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:30:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:35:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:40:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:45:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:50:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 15:55:00+00:00,0.9948601275871639,1.0081482460689826,1.0
2026-04-02 16:00:00+00:00,0.9948601275871639,1.0118330344440285,1.0
2026-04-02 16:05:00+00:00,0.9948601275871639,1.0166287374264114,1.0
2026-04-02 16:10:00+00:00,0.9948601275871639,1.018500405553813,1.0
2026-04-02 16:15:00+00:00,0.9948601275871639,1.015311293650163,1.0
2026-04-02 16:20:00+00:00,0.9948601275871639,1.018671785109875,1.0
2026-04-02 16:25:00+00:00,0.9948601275871639,1.0171041908281238,1.0
2026-04-02 16:30:00+00:00,0.9948601275871639,1.0205521879992445,1.0
2026-04-02 16:35:00+00:00,0.9948601275871639,1.0225925103405162,1.0
2026-04-02 16:40:00+00:00,0.9948601275871639,1.0301238356910432,1.0
2026-04-02 16:45:00+00:00,0.9948601275871639,1.027190584627381,1.0
2026-04-02 16:50:00+00:00,0.9948601275871639,1.028123398796208,1.0
2026-04-02 16:55:00+00:00,0.9948601275871639,1.0252209960571692,1.0
2026-04-02 17:00:00+00:00,0.9948601275871639,1.023271043139083,1.0
2026-04-02 17:05:00+00:00,0.9948601275871639,1.0250719212861912,1.0
2026-04-02 17:10:00+00:00,0.9948601275871639,1.0243415991102403,1.0
2026-04-02 17:15:00+00:00,0.9948601275871639,1.0300635117025265,1.0
2026-04-02 17:20:00+00:00,0.9948601275871639,1.0365742278067935,1.0
2026-04-02 17:25:00+00:00,0.9948601275871639,1.034657077494433,1.0
2026-04-02 17:30:00+00:00,0.9948601275871639,1.031866991666928,1.0
2026-04-02 17:35:00+00:00,0.9948601275871639,1.0386857980273467,1.0
2026-04-02 17:40:00+00:00,0.9948601275871639,1.0466452474458816,1.0
2026-04-02 17:45:00+00:00,0.9948601275871639,1.0487113822362226,1.0
2026-04-02 17:50:00+00:00,0.9948601275871639,1.0435591531918489,1.0
2026-04-02 17:55:00+00:00,0.9948601275871639,1.0428015601187242,1.0
2026-04-02 18:00:00+00:00,0.9948601275871639,1.036172139997809,1.0
2026-04-02 18:05:00+00:00,0.9948601275871639,1.03261238246479,1.0
2026-04-02 18:10:00+00:00,0.9948601275871639,1.0278146552650191,1.0
2026-04-02 18:15:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:20:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:25:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:30:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:35:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:40:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:45:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:50:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 18:55:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:00:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:05:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:10:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:15:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:20:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:25:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:30:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:35:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:40:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:45:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:50:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-02 19:55:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:30:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:35:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:40:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:45:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:50:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 13:55:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:00:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:05:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:10:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:15:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:20:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:25:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:30:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:35:00+00:00,0.9948601275871639,1.0270951850063337,1.0
2026-04-03 14:40:00+00:00,0.9953022665465575,1.0270951850063337,1.0
2026-04-03 14:45:00+00:00,1.002219408016042,1.0270951850063337,1.0
2026-04-03 14:50:00+00:00,1.003169218595612,1.0270951850063337,1.0
2026-04-03 14:55:00+00:00,1.0074572479583028,1.0270951850063337,1.0
2026-04-03 15:00:00+00:00,1.0098876572150435,1.0270951850063337,1.0
2026-04-03 15:05:00+00:00,1.0031004656578437,1.0194733795132078,1.0
2026-04-03 15:10:00+00:00,1.0077761876634792,1.0242254200893464,1.0
2026-04-03 15:15:00+00:00,1.008596077327722,1.0250586922444793,1.0
2026-04-03 15:20:00+00:00,1.0022749127147337,1.0186343516414307,1.0
2026-04-03 15:25:00+00:00,1.0000628255622084,1.0163861581230638,1.0
2026-04-03 15:30:00+00:00,1.0032751661936563,1.0196509315648168,1.0
2026-04-03 15:35:00+00:00,1.0051522725879545,1.021558676666147,1.0
2026-04-03 15:40:00+00:00,1.0073968332623917,1.0238398737492231,1.0
2026-04-03 15:45:00+00:00,1.015088691054801,1.0316572804067106,1.0
2026-04-03 15:50:00+00:00,1.0182185181333634,1.0348381934840276,1.0
2026-04-03 15:55:00+00:00,1.0123581190202284,1.0288821391368235,1.0
2026-04-03 16:00:00+00:00,1.0181053605764183,1.034723188934687,1.0
2026-04-03 16:05:00+00:00,1.023199181714233,1.0399001529854395,1.0
2026-04-03 16:10:00+00:00,1.0232413795910948,1.0399430396290066,1.0
2026-04-03 16:15:00+00:00,1.0225999914337005,1.0392911825371351,1.0
2026-04-03 16:20:00+00:00,1.018757543386795,1.0353860168731819,1.0
2026-04-03 16:25:00+00:00,1.0152761863860618,1.0318478360943484,1.0
2026-04-03 16:30:00+00:00,1.0074827590279603,1.023927202021525,1.0
2026-04-03 16:35:00+00:00,0.9999405983851949,1.02321045298011,1.0
2026-04-03 16:40:00+00:00,0.9992406399663252,1.02321045298011,1.0
2026-04-03 16:45:00+00:00,0.9992406399663252,1.02321045298011,1.0
2026-04-03 16:50:00+00:00,0.9992406399663252,1.02321045298011,1.0
2026-04-03 16:55:00+00:00,0.9992406399663252,1.02321045298011,1.0
2026-04-03 17:00:00+00:00,0.9992406399663252,1.02321045298011,1.0
2026-04-03 17:05:00+00:00,0.9992406399663252,1.0196108147864937,1.0
2026-04-03 17:10:00+00:00,0.9992406399663252,1.0251066353859717,1.0
2026-04-03 17:15:00+00:00,0.9992406399663252,1.0283590118004704,1.0
2026-04-03 17:20:00+00:00,0.9992406399663252,1.0268734998103328,1.0
2026-04-03 17:25:00+00:00,0.9992406399663252,1.024088287476024,1.0
2026-04-03 17:30:00+00:00,0.9992406399663252,1.0167977963321986,1.0
2026-04-03 17:35:00+00:00,0.9992406399663252,1.0089922781907097,1.0
2026-04-03 17:40:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 17:45:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 17:50:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 17:55:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:00:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:05:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:10:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:15:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:20:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:25:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:30:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:35:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:40:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:45:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:50:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 18:55:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:00:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:05:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:10:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:15:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:20:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:25:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:30:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:35:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:40:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:45:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:50:00+00:00,0.9992406399663252,1.008285983595976,1.0
2026-04-03 19:55:00+00:00,0.9992406399663252,1.0085758736278687,1.0
2026-04-06 13:30:00+00:00,0.9992406399663252,0.9951638024963974,1.0
2026-04-06 13:35:00+00:00,1.0003319651315763,0.9944671878346498,1.0
2026-04-06 13:40:00+00:00,0.9912273896983923,0.9944671878346498,1.0
2026-04-06 13:45:00+00:00,0.9905335305256034,0.9944671878346498,1.0
2026-04-06 13:50:00+00:00,0.9905335305256034,0.9944671878346498,1.0
2026-04-06 13:55:00+00:00,0.9905335305256034,0.9944671878346498,1.0
2026-04-06 14:00:00+00:00,0.9905335305256034,0.9944671878346498,1.0
2026-04-06 14:05:00+00:00,0.9925791063813599,0.9944671878346498,1.0
2026-04-06 14:10:00+00:00,0.9890845589492022,0.9944671878346498,1.0
2026-04-06 14:15:00+00:00,0.9883921997579378,0.9944671878346498,1.0
2026-04-06 14:20:00+00:00,0.9883921997579378,0.9944671878346498,1.0
2026-04-06 14:25:00+00:00,0.9883921997579378,0.9944671878346498,1.0
2026-04-06 14:30:00+00:00,0.9883921997579378,0.9874140929870353,1.0
2026-04-06 14:35:00+00:00,0.9883921997579378,0.9946005879055991,1.0
2026-04-06 14:40:00+00:00,0.9883921997579378,0.998994901726658,1.0
2026-04-06 14:45:00+00:00,0.9883921997579378,1.0013884525018206,1.0
2026-04-06 14:50:00+00:00,0.9883921997579378,0.9945670792808876,1.0
2026-04-06 14:55:00+00:00,0.9883921997579378,1.0002730915693157,1.0
2026-04-06 15:00:00+00:00,0.9883921997579378,1.003429625668321,1.0
2026-04-06 15:05:00+00:00,0.9883921997579378,1.0072596724227352,1.0
2026-04-06 15:10:00+00:00,0.9883921997579378,1.010779983372066,1.0
2026-04-06 15:15:00+00:00,0.9883921997579378,1.0065975735754145,1.0
2026-04-06 15:20:00+00:00,0.9883921997579378,1.0070434145136955,1.0
2026-04-06 15:25:00+00:00,0.9883921997579378,1.0120263370346168,1.0
2026-04-06 15:30:00+00:00,0.9883921997579378,1.0126723869664727,1.0
2026-04-06 15:35:00+00:00,0.9883921997579378,1.0080681741627355,1.0
2026-04-06 15:40:00+00:00,0.9883921997579378,1.0122522401340528,1.0
2026-04-06 15:45:00+00:00,0.9883921997579378,1.0138308167537322,1.0
2026-04-06 15:50:00+00:00,0.9883921997579378,1.0138898697366385,1.0
2026-04-06 15:55:00+00:00,0.9883921997579378,1.0168038412919893,1.0
2026-04-06 16:00:00+00:00,0.9883921997579378,1.015382868723134,1.0
2026-04-06 16:05:00+00:00,0.9883921997579378,1.0103572051878253,1.0
2026-04-06 16:10:00+00:00,0.9883921997579378,1.0076676295023914,1.0
2026-04-06 16:15:00+00:00,0.9883921997579378,1.0055185390565724,1.0
2026-04-06 16:20:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:25:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:30:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:35:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:40:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:45:00+00:00,0.9883921997579378,1.0048146760792327,1.0
2026-04-06 16:50:00+00:00,0.9883921997579378,0.9977128464777643,1.0
2026-04-06 16:55:00+00:00,0.9883921997579378,0.992924249170162,1.0
2026-04-06 17:00:00+00:00,0.9883921997579378,0.9961694730577269,1.0
2026-04-06 17:05:00+00:00,0.9883921997579378,0.9997017641371223,1.0
2026-04-06 17:10:00+00:00,0.9883921997579378,1.001747484577544,1.0
2026-04-06 17:15:00+00:00,0.9883921997579378,1.0028613410950364,1.0
2026-04-06 17:20:00+00:00,0.9883921997579378,0.9944171821723776,1.0
2026-04-06 17:25:00+00:00,0.9883921997579378,0.9960027905641121,1.0
2026-04-06 17:30:00+00:00,0.9883921997579378,1.0025198408774305,1.0
2026-04-06 17:35:00+00:00,0.9883921997579378,1.0021105203612777,1.0
2026-04-06 17:40:00+00:00,0.9883921997579378,0.9966225490626066,1.0
2026-04-06 17:45:00+00:00,0.9883921997579378,1.001750396315693,1.0
2026-04-06 17:50:00+00:00,0.9883921997579378,0.9999484474985335,1.0
2026-04-06 17:55:00+00:00,0.9883921997579378,1.0011438153667456,1.0
2026-04-06 18:00:00+00:00,0.9883921997579378,1.0050635633378755,1.0
2026-04-06 18:05:00+00:00,0.9883921997579378,1.0013477156951065,1.0
2026-04-06 18:10:00+00:00,0.9883921997579378,1.011469953163135,1.0
2026-04-06 18:15:00+00:00,0.9883921997579378,1.0090329409145065,1.0
2026-04-06 18:20:00+00:00,0.9883921997579378,1.0099765577887174,1.0
2026-04-06 18:25:00+00:00,0.9883921997579378,1.010803543241957,1.0
2026-04-06 18:30:00+00:00,0.9883921997579378,1.005954570063559,1.0
2026-04-06 18:35:00+00:00,0.9883921997579378,1.0090202166569353,1.0
2026-04-06 18:40:00+00:00,0.9883921997579378,1.0078546844752785,1.0
2026-04-06 18:45:00+00:00,0.9883921997579378,1.0092081978630665,1.0
2026-04-06 18:50:00+00:00,0.9883921997579378,1.0128199631516526,1.0
2026-04-06 18:55:00+00:00,0.9883921997579378,1.0109211628122028,1.0
2026-04-06 19:00:00+00:00,0.9883921997579378,1.0111557294646927,1.0
2026-04-06 19:05:00+00:00,0.9883921997579378,1.0193189347001799,1.0
2026-04-06 19:10:00+00:00,0.9883921997579378,1.0199210171162458,1.0
2026-04-06 19:15:00+00:00,0.9883921997579378,1.015844705345829,1.0
2026-04-06 19:20:00+00:00,0.9883921997579378,1.0123200301375654,1.0
2026-04-06 19:25:00+00:00,0.9883921997579378,1.0166927886222605,1.0
2026-04-06 19:30:00+00:00,0.9883921997579378,1.0151245576260197,1.0
2026-04-06 19:35:00+00:00,0.9883921997579378,1.0125126557456483,1.0
2026-04-06 19:40:00+00:00,0.9883921997579378,1.0125962743649244,1.0
2026-04-06 19:45:00+00:00,0.9883921997579378,1.0124558617729937,1.0
2026-04-06 19:50:00+00:00,0.9883921997579378,1.0100454867128361,1.0
2026-04-06 19:55:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:30:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:35:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:40:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:45:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:50:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 13:55:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 14:00:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 14:05:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 14:10:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 14:15:00+00:00,0.9883921997579378,1.0093384548721371,1.0
2026-04-07 14:20:00+00:00,0.9883921997579378,1.0099828654928151,1.0
2026-04-07 14:25:00+00:00,0.9883921997579378,1.0098531497288918,1.0
2026-04-07 14:30:00+00:00,0.9883921997579378,1.0121249198821503,1.0
2026-04-07 14:35:00+00:00,0.9883921997579378,1.0155129218278318,1.0
2026-04-07 14:40:00+00:00,0.9883921997579378,1.0164687541984874,1.0
2026-04-07 14:45:00+00:00,0.9883921997579378,1.015266156981822,1.0
2026-04-07 14:50:00+00:00,0.9883921997579378,1.006140470362459,1.0
2026-04-07 14:55:00+00:00,0.9883921997579378,1.0058684643222084,1.0
2026-04-07 15:00:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:05:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:10:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:15:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:20:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:25:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:30:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:35:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:40:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:45:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:50:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 15:55:00+00:00,0.9883921997579378,1.0051643563971828,1.0
2026-04-07 16:00:00+00:00,0.9883921997579378,1.0051643563971828,1.0
