entry_time,exit_time,side,entry_price,exit_price,bars_held,gross_pnl_pct,net_pnl_pct
2026-05-04 13:50:00+00:00,2026-05-04 15:15:00+00:00,LONG,266.69,265.39,17,-0.4887,-0.6287
2026-05-04 16:15:00+00:00,2026-05-04 18:45:00+00:00,LONG,269.0,276.91,30,2.9392,2.7992
2026-05-04 19:40:00+00:00,2026-05-06 15:10:00+00:00,LONG,284.05,308.15,102,8.4844,8.3444
2026-05-06 15:30:00+00:00,2026-05-06 15:40:00+00:00,SHORT,306.66,308.55,2,-0.6172,-0.7572
2026-05-06 16:20:00+00:00,2026-05-07 14:35:00+00:00,LONG,313.63,322.48,57,2.823,2.683
2026-05-07 15:00:00+00:00,2026-05-07 16:35:00+00:00,SHORT,320.04,317.67,19,0.7389,0.5989
2026-05-07 18:35:00+00:00,2026-05-07 19:50:00+00:00,LONG,320.29,322.98,15,0.8389,0.6989
2026-05-08 14:30:00+00:00,2026-05-08 16:00:00+00:00,LONG,328.72,330.18,18,0.4441,0.3041
2026-05-08 19:10:00+00:00,2026-05-08 19:25:00+00:00,SHORT,325.27,329.93,3,-1.4329,-1.5729
2026-05-11 13:40:00+00:00,2026-05-11 15:20:00+00:00,SHORT,324.48,326.54,20,-0.6337,-0.7737
2026-05-11 16:05:00+00:00,2026-05-11 17:00:00+00:00,LONG,329.64,329.51,11,-0.0389,-0.1789
2026-05-11 18:05:00+00:00,2026-05-11 18:20:00+00:00,SHORT,324.8,328.29,3,-1.0729,-1.2129
2026-05-11 18:35:00+00:00,2026-05-11 19:00:00+00:00,LONG,332.49,329.09,5,-1.0243,-1.1643
2026-05-12 13:35:00+00:00,2026-05-12 15:30:00+00:00,SHORT,323.83,322.26,23,0.4866,0.3466
2026-05-12 15:55:00+00:00,2026-05-12 17:45:00+00:00,LONG,325.44,325.09,22,-0.1071,-0.2471
2026-05-12 18:50:00+00:00,2026-05-12 19:40:00+00:00,SHORT,322.66,325.2,10,-0.7862,-0.9262
2026-05-13 14:55:00+00:00,2026-05-13 15:15:00+00:00,SHORT,322.67,325.32,4,-0.8212,-0.9612
2026-05-13 16:55:00+00:00,2026-05-13 17:10:00+00:00,LONG,330.08,326.46,3,-1.0972,-1.2372
2026-05-13 17:55:00+00:00,2026-05-14 13:35:00+00:00,LONG,331.85,334.8,26,0.8885,0.7485
2026-05-14 15:55:00+00:00,2026-05-14 19:10:00+00:00,LONG,339.74,350.36,39,3.1287,2.9887
2026-05-14 19:20:00+00:00,2026-05-15 14:05:00+00:00,SHORT,347.05,349.95,15,-0.8361,-0.9761
2026-05-15 15:25:00+00:00,2026-05-18 13:45:00+00:00,SHORT,344.89,333.55,58,3.2884,3.1484
2026-05-18 16:40:00+00:00,2026-05-18 18:00:00+00:00,LONG,333.82,335.3,16,0.4423,0.3023
2026-05-19 14:05:00+00:00,2026-05-19 16:55:00+00:00,LONG,340.22,346.64,34,1.8893,1.7493
2026-05-19 19:05:00+00:00,2026-05-19 19:30:00+00:00,SHORT,341.08,344.7,5,-1.0633,-1.2033
2026-05-20 14:10:00+00:00,2026-05-20 17:00:00+00:00,SHORT,339.8,330.06,34,2.8664,2.7264
2026-05-20 17:15:00+00:00,2026-05-20 17:40:00+00:00,LONG,332.44,330.69,5,-0.5241,-0.6641
2026-05-20 18:25:00+00:00,2026-05-20 18:45:00+00:00,SHORT,326.2,330.42,4,-1.2931,-1.4331
2026-05-20 19:55:00+00:00,2026-05-21 15:30:00+00:00,LONG,332.29,339.72,25,2.236,2.096
2026-05-21 15:50:00+00:00,2026-05-21 16:35:00+00:00,SHORT,336.43,340.4,9,-1.1775,-1.3175
2026-05-21 18:10:00+00:00,2026-05-21 18:45:00+00:00,SHORT,333.89,338.03,7,-1.2402,-1.3802
2026-05-22 16:10:00+00:00,2026-05-22 17:40:00+00:00,LONG,340.67,341.99,18,0.3865,0.2465
2026-05-22 18:35:00+00:00,2026-05-22 19:00:00+00:00,SHORT,338.42,340.83,5,-0.7129,-0.8529
2026-05-22 19:15:00+00:00,2026-05-22 19:55:00+00:00,LONG,344.52,345.97,8,0.4186,0.2786
